pre,post,count,norm
RIMR,SMDVL,2,0.014388
RIMR,SMDVR,3,0.020408
RIMR,VB01,2,0.054054
AVEL,ALML,1,0.050000
AVEL,RMGL,2,0.035088
AVEL,PVT,1,0.030303
AVEL,AVDL,5,0.018939
AVEL,AVAL,17,0.025487
AVEL,AVAR,3,0.004380
AVEL,PVCL,1,0.003534
AVEL,PVCR,2,0.007634
AVEL,SABD,18,0.391304
AVEL,SABVL,16,0.326531
AVEL,SABVR,12,0.324324
AVEL,DA01,11,0.169231
AVEL,DA02,5,0.100000
AVEL,DA03,6,0.096774
AVEL,DA04,1,0.027027
AVEL,DB03,1,0.047619
AVEL,DB04,1,0.055556
AVEL,AS01,3,0.041096
AVEL,AS03,2,0.125000
AVEL,VA01,12,0.279070
AVEL,VA03,1,0.026316
AVEL,VA04,1,0.029412
AVEL,VD02,1,0.008772
AVEL,VD03,1,0.007246
AVER,URXR,1,0.013158
AVER,CEPDL,1,0.025000
AVER,OLLL,1,0.022727
AVER,AIZR,1,0.004950
AVER,RMGR,1,0.027027
AVER,AVDL,4,0.015152
AVER,AVDR,4,0.016949
AVER,RIMR,1,0.004016
AVER,AVEL,3,0.009901
AVER,AVAL,14,0.020990
AVER,AVAR,33,0.048175
AVER,SABD,1,0.021739
AVER,SABVL,12,0.244898
AVER,SABVR,11,0.297297
AVER,DA01,11,0.169231
AVER,DA02,7,0.140000
AVER,DA03,3,0.048387
AVER,DB03,1,0.047619
AVER,AS01,6,0.082192
AVER,AS02,4,0.148148
AVER,AS03,1,0.062500
AVER,VA01,5,0.116279
AVER,VA02,4,0.090909
AVER,VA03,1,0.026316
AVER,VA04,2,0.058824
RMFL,BAGL,1,0.023256
RMFL,RIS,1,0.025000
RMFL,RIBR,1,0.004425
RMFL,SAAVR,1,0.021739
RMFL,AVKL,9,0.095745
RMFL,AVKR,14,0.184211
RMFL,DVC,1,0.033333
RMFL,PVT,3,0.090909
RMFL,RIMR,2,0.008032
RMFL,RMDR,13,0.065000
RMFL,RMHL,2,0.028571
RMFL,SMDVL,1,0.007194
RMFR,RIH,1,0.009091
RMFR,AVKL,7,0.074468
RMFR,AVKR,9,0.118421
RMFR,DVC,2,0.066667
RMFR,RMDL,6,0.034884
RMFR,RMDR,1,0.005000
RID,FLPL,1,0.040000
RID,RMED,5,0.080645
RID,DA02,1,0.020000
RID,DA06,2,0.166667
RID,DB01,1,0.125000
RID,AS11,1,0.026316
RID,DD01,3,0.017442
RID,DD02,2,0.018018
RID,DD03,2,0.013889
RID,VD05,1,0.012500
RID,VD13,2,0.032787
AVBL,SDQL,1,0.032258
AVBL,DVA,2,0.013699
AVBL,PVPR,3,0.125000
AVBL,PVNR,3,0.078947
AVBL,AVJR,1,0.012346
AVBL,AVDR,3,0.012712
AVBL,AVL,1,0.017241
AVBL,AVEL,1,0.003300
AVBL,AVER,1,0.003401
AVBL,AVBR,6,0.018072
AVBL,AVAL,9,0.013493
AVBL,AVAR,14,0.020438
AVBL,PVCR,2,0.007634
AVBL,DA05,1,0.025641
AVBL,DA07,1,0.038462
AVBL,AS04,1,0.040000
AVBL,AS05,2,0.111111
AVBL,AS10,2,0.095238
AVBL,VA02,3,0.068182
AVBL,VA10,1,0.052632
AVBL,VA11,1,0.025641
AVBL,VB02,3,0.187500
AVBR,AIBR,1,0.003497
AVBR,AVJL,2,0.022472
AVBR,AVDL,4,0.015152
AVBR,AVER,2,0.006803
AVBR,AVBL,2,0.005935
AVBR,AVAL,10,0.014993
AVBR,AVAR,14,0.020438
AVBR,DA03,3,0.048387
AVBR,DA07,1,0.038462
AVBR,AS01,2,0.027397
AVBR,AS03,3,0.187500
AVBR,AS04,1,0.040000
AVBR,AS05,2,0.111111
AVBR,AS10,1,0.047619
AVBR,VA04,2,0.058824
AVBR,VA07,1,0.050000
AVBR,VD03,2,0.014493
AVAL,LUAL,6,0.272727
AVAL,LUAR,2,0.068966
AVAL,PVNL,1,0.038462
AVAL,AVDL,3,0.011364
AVAL,AVDR,2,0.008475
AVAL,RIAL,3,0.006912
AVAL,AVEL,1,0.003300
AVAL,AVER,2,0.006803
AVAL,AVBL,2,0.005935
AVAL,AVAR,12,0.017518
AVAL,PVCL,21,0.074205
AVAL,PVCR,16,0.061069
AVAL,SABVL,2,0.040816
AVAL,DA01,6,0.092308
AVAL,DA02,10,0.200000
AVAL,DA03,12,0.193548
AVAL,DA04,12,0.324324
AVAL,DA05,14,0.358974
AVAL,DA06,1,0.083333
AVAL,DA07,4,0.153846
AVAL,DA08,5,0.078125
AVAL,DA09,3,0.054545
AVAL,DB05,2,0.200000
AVAL,DB07,2,0.071429
AVAL,AS02,2,0.074074
AVAL,AS04,2,0.080000
AVAL,AS05,6,0.333333
AVAL,AS07,6,0.230769
AVAL,AS08,6,0.187500
AVAL,AS10,5,0.238095
AVAL,AS11,8,0.210526
AVAL,VA01,2,0.046512
AVAL,VA02,8,0.181818
AVAL,VA03,6,0.157895
AVAL,VA04,7,0.205882
AVAL,VA05,7,0.350000
AVAL,VA06,8,0.296296
AVAL,VA07,7,0.350000
AVAL,VA08,7,0.368421
AVAL,VA09,7,0.259259
AVAL,VA10,9,0.473684
AVAL,VA11,6,0.153846
AVAL,VA12,5,0.080645
AVAR,PDEL,3,0.056604
AVAR,PDER,3,0.065217
AVAR,LUAL,4,0.181818
AVAR,LUAR,16,0.551724
AVAR,RIGL,1,0.011236
AVAR,SAAVR,6,0.130435
AVAR,AVDL,3,0.011364
AVAR,AVDR,6,0.025424
AVAR,AVEL,2,0.006601
AVAR,AVER,3,0.010204
AVAR,AVBL,3,0.008902
AVAR,AVBR,4,0.012048
AVAR,AVAL,7,0.010495
AVAR,PVCL,20,0.070671
AVAR,PVCR,20,0.076336
AVAR,SABVR,2,0.054054
AVAR,SMDVR,1,0.006803
AVAR,DA01,2,0.030769
AVAR,DA02,9,0.180000
AVAR,DA03,8,0.129032
AVAR,DA04,9,0.243243
AVAR,DA05,9,0.230769
AVAR,DA06,4,0.333333
AVAR,DA07,6,0.230769
AVAR,DA08,20,0.312500
AVAR,DA09,3,0.054545
AVAR,DB02,2,0.111111
AVAR,DB03,2,0.095238
AVAR,DB05,2,0.200000
AVAR,AS01,2,0.027397
AVAR,AS02,3,0.111111
AVAR,AS04,2,0.080000
AVAR,AS05,1,0.055556
AVAR,AS06,2,0.166667
AVAR,AS07,6,0.230769
AVAR,AS08,10,0.312500
AVAR,AS09,10,0.500000
AVAR,AS11,10,0.263158
AVAR,VA02,5,0.113636
AVAR,VA03,6,0.157895
AVAR,VA04,6,0.176471
AVAR,VA05,2,0.100000
AVAR,VA06,9,0.333333
AVAR,VA07,7,0.350000
AVAR,VA08,7,0.368421
AVAR,VA09,7,0.259259
AVAR,VA10,4,0.210526
AVAR,VA11,13,0.333333
PVCL,ASHR,2,0.051282
PVCL,ADLR,2,0.039216
PVCL,DVA,4,0.027397
PVCL,PDEL,1,0.018868
PVCL,RIS,2,0.050000
PVCL,AVG,2,0.044444
PVCL,AVJL,3,0.033708
PVCL,AVJR,2,0.024691
PVCL,AVDL,7,0.026515
PVCL,AVDR,11,0.046610
PVCL,AVEL,2,0.006601
PVCL,AVER,7,0.023810
PVCL,RID,12,0.214286
PVCL,AVBL,7,0.020772
PVCL,AVBR,27,0.081325
PVCL,AVAL,5,0.007496
PVCL,AVAR,7,0.010219
PVCL,PVCL,1,0.003534
PVCL,PVCR,10,0.038168
PVCL,SMBVR,3,0.037500
PVCL,SIBDL,2,0.055556
PVCL,SIBVL,7,0.106061
PVCL,DA05,1,0.025641
PVCL,DA08,2,0.031250
PVCL,DB02,4,0.222222
PVCL,DB03,2,0.095238
PVCL,DB04,6,0.333333
PVCL,DB05,2,0.200000
PVCL,DB07,5,0.178571
PVCL,AS01,1,0.013699
PVCL,AS02,1,0.037037
PVCL,VB04,3,0.333333
PVCL,VB06,2,0.142857
PVCL,VB07,1,0.111111
PVCL,VB08,1,0.142857
PVCL,VB11,1,0.090909
PVCR,AQR,2,0.062500
PVCR,FLPL,2,0.080000
PVCR,DVA,3,0.020548
PVCR,PVDL,2,0.023529
PVCR,PVDR,1,0.010870
PVCR,PDEL,1,0.018868
PVCR,PVR,1,0.024390
PVCR,AVHL,1,0.028571
PVCR,PVPR,1,0.041667
PVCR,LUAR,1,0.034483
PVCR,AVDL,16,0.060606
PVCR,AVDR,6,0.025424
PVCR,AVL,1,0.017241
PVCR,PVWR,1,0.125000
PVCR,AVEL,6,0.019802
PVCR,AVER,6,0.020408
PVCR,RID,19,0.339286
PVCR,AVBL,21,0.062315
PVCR,AVBR,14,0.042169
PVCR,AVAL,10,0.014993
PVCR,AVAR,5,0.007299
PVCR,PVCL,5,0.017668
PVCR,SIBVR,10,0.151515
PVCR,DA02,1,0.020000
PVCR,DA04,1,0.027027
PVCR,DA05,2,0.051282
PVCR,DA07,1,0.038462
PVCR,DB02,4,0.222222
PVCR,DB03,6,0.285714
PVCR,DB04,6,0.333333
PVCR,DB05,3,0.300000
PVCR,DB07,1,0.035714
PVCR,VB03,1,0.055556
PVCR,VB04,1,0.111111
PVCR,VB06,4,0.285714
PVCR,VB07,1,0.111111
PVCR,VB08,2,0.285714
PVCR,VB11,3,0.272727
RIPL,ADFL,3,0.071429
RIPL,BAGL,7,0.162791
RIPL,OLLL,4,0.090909
RIPL,OLQDR,2,0.040816
RIPL,OLQVL,1,0.012500
RIPL,RIH,2,0.018182
RIPL,RIPL,3,0.015873
RIPR,ADFR,1,0.020833
RIPR,BAGR,2,0.052632
RIPR,OLQDR,3,0.061224
RIPR,OLQVR,2,0.028571
RIPR,IL1R,1,0.027778
RIPR,RIH,1,0.009091
RIPR,URBR,1,0.026316
RIPR,AVBR,2,0.006024
RIPR,URAVR,1,0.037037
URADL,IL1DL,4,0.071429
URADL,RIH,3,0.027273
URADL,RIPL,12,0.063492
URADL,RMEL,8,0.109589
URADR,URYDR,1,0.111111
URADR,IL1DR,3,0.046875
URADR,RIPR,16,0.068966
URADR,RMER,1,0.011628
URAVL,CEPVL,1,0.022727
URAVL,IL1L,3,0.090909
URAVL,IL1VL,6,0.100000
URAVL,RIBL,1,0.004587
URAVL,DVC,1,0.033333
URAVL,AVER,1,0.003401
URAVL,RIPL,15,0.079365
URAVL,RMEL,8,0.109589
URAVL,RMER,3,0.034884
URAVL,RMEV,10,0.109890
URAVL,RMDDL,7,0.022581
URAVL,RMDVR,1,0.003690
URAVR,IL2VR,3,0.214286
URAVR,URYVR,1,0.050000
URAVR,IL1R,2,0.055556
URAVR,IL1VR,9,0.142857
URAVR,RIH,1,0.009091
URAVR,ADAR,1,0.021739
URAVR,PVT,3,0.090909
URAVR,RIPR,13,0.056034
URAVR,RMEL,1,0.013699
URAVR,RMER,4,0.046512
URAVR,RMEV,2,0.021978
URAVR,RMDDR,1,0.003460
URAVR,RMDVL,1,0.003610
RMEL,OLLR,1,0.015873
RMEL,IL1R,2,0.055556
RMEL,RIPR,1,0.004310
RMEL,RMEV,1,0.010989
RMER,IL1L,4,0.121212
RMER,RMER,5,0.058140
RMER,RMHR,3,0.037500
RMED,RIBL,1,0.004587
RMED,RIBR,1,0.004425
RMED,RMED,1,0.016129
RMED,SMDDL,1,0.004785
RMED,SMDDR,4,0.016807
RMEV,RIH,2,0.018182
RMEV,RIS,1,0.025000
RMEV,RIBR,2,0.008850
RMEV,RMED,1,0.016129
RMEV,RMDDL,1,0.003226
RMEV,RMDDR,1,0.003460
RMEV,SMDDR,1,0.004202
RMEV,SMDVL,1,0.007194
RMDDL,CEPVL,2,0.045455
RMDDL,IL1DR,2,0.031250
RMDDL,IL1R,9,0.250000
RMDDL,RIAL,1,0.002304
RMDDL,AVER,1,0.003401
RMDDL,RMEV,2,0.021978
RMDDL,RMDVL,1,0.003610
RMDDL,RMDVR,22,0.081181
RMDDL,RMHL,1,0.014286
RMDDR,RMDDL,1,0.003226
RMDDR,RMDVL,26,0.093863
RMDDR,RMDVR,3,0.011070
RMDL,URXR,1,0.013158
RMDL,ADER,3,0.083333
RMDL,OLLR,3,0.047619
RMDL,IL1L,1,0.030303
RMDL,IL1R,1,0.027778
RMDL,RIS,1,0.025000
RMDL,RIBR,1,0.004425
RMDL,AVKR,1,0.013158
RMDL,RIAL,20,0.046083
RMDL,RIAR,22,0.053140
RMDL,RIML,3,0.014085
RMDL,RMFR,1,0.021277
RMDL,RMDDR,7,0.024221
RMDL,RMDR,8,0.040000
RMDL,RMDVL,2,0.007220
RMDL,RMDVR,3,0.011070
RMDL,RIVL,1,0.023810
RMDL,RMHL,3,0.042857
RMDL,SMDDR,1,0.004202
RMDL,SMBVR,2,0.025000
RMDL,SIBVR,3,0.045455
RMDR,OLLR,2,0.031746
RMDR,IL1L,2,0.060606
RMDR,RIS,1,0.025000
RMDR,RMGL,1,0.017544
RMDR,AVKR,1,0.013158
RMDR,RIAL,14,0.032258
RMDR,RIAR,21,0.050725
RMDR,RIMR,1,0.004016
RMDR,RMDDL,6,0.019355
RMDR,RMDL,11,0.063953
RMDR,RMDVL,9,0.032491
RMDR,SMDDR,1,0.004202
RMDR,SIAVL,1,0.011765
RMDVL,IL2VR,1,0.071429
RMDVL,CEPDL,2,0.050000
RMDVL,URYVR,1,0.050000
RMDVL,OLQVR,3,0.042857
RMDVL,IL1R,2,0.055556
RMDVL,AVER,2,0.006803
RMDVL,RMDDR,41,0.141869
RMDVL,RMDR,2,0.010000
RMDVL,RMDVR,1,0.003690
RMDVL,SIBDR,1,0.019608
RMDVL,SIAVR,2,0.026316
RMDVR,CEPDR,2,0.068966
RMDVR,OLQVL,2,0.025000
RMDVR,IL1DR,1,0.015625
RMDVR,IL1L,1,0.030303
RMDVR,RIAR,1,0.002415
RMDVR,AVAR,1,0.001460
RMDVR,URAVL,8,0.242424
RMDVR,RMDDL,43,0.138710
RMDVR,RMDVR,2,0.007380
RMDVR,SMBDR,1,0.010000
RMDVR,SIBVR,1,0.015152
RMDVR,SIAVL,2,0.023529
RIVL,SAADR,11,0.161765
RIVL,RIAL,5,0.011521
RIVL,RIAR,2,0.004831
RIVL,RMDL,4,0.023256
RIVL,RMDVL,5,0.018051
RIVL,RIVR,1,0.028571
RIVL,SMDDR,8,0.033613
RIVL,SMDVL,2,0.014388
RIVL,SIAVR,5,0.065789
RIVR,SAADL,12,0.160000
RIVR,RIAL,6,0.013825
RIVR,RIAR,2,0.004831
RIVR,RMDDL,1,0.003226
RIVR,RMDR,4,0.020000
RIVR,RMDVR,1,0.003690
RIVR,RIVL,8,0.190476
RIVR,RMHR,2,0.025000
RIVR,SMDDL,6,0.028708
RIVR,SMDVR,3,0.020408
RIVR,SMBVL,1,0.013889
RIVR,SIAVL,5,0.058824
RMHL,URXR,1,0.013158
RMHL,IL1R,2,0.055556
RMHL,RICL,1,0.011628
RMHL,RICR,1,0.009524
RMHL,SAAVL,1,0.019231
RMHL,RID,1,0.017857
RMHL,AVAR,1,0.001460
RMHL,RMDDL,2,0.006452
RMHL,RMDR,1,0.005000
RMHR,CEPVL,1,0.022727
RMHR,RMGL,8,0.140351
RMHR,AIBR,3,0.010490
RMHR,RMER,4,0.046512
RMHR,RMDL,4,0.023256
RMHR,RMDR,1,0.005000
RMHR,RMHL,3,0.042857
RMHR,SMDDL,3,0.014354
SABD,SAADL,4,0.053333
SABD,SAADR,4,0.058824
SABVL,RIGR,1,0.009174
SMDDL,URYDL,1,0.043478
SMDDL,RIS,2,0.050000
SMDDL,SAAVR,1,0.021739
SMDDL,RIAL,9,0.020737
SMDDL,RIAR,14,0.033816
SMDDL,RIML,2,0.009390
SMDDL,RIMR,1,0.004016
SMDDL,AVEL,1,0.003300
SMDDL,AVER,1,0.003401
SMDDL,RMDL,3,0.017442
SMDDL,RMDR,1,0.005000
SMDDL,RIVR,1,0.028571
SMDDL,SMDDR,1,0.004202
SMDDL,SMDVL,2,0.014388
SMDDL,SMDVR,17,0.115646
SMDDL,SMBDL,3,0.037500
SMDDL,SIBDL,14,0.388889
SMDDL,SIADL,14,0.264151
SMDDR,ASJL,1,0.076923
SMDDR,ASGL,1,0.058824
SMDDR,ALNL,1,0.071429
SMDDR,ALNR,2,0.086957
SMDDR,AIZR,2,0.009901
SMDDR,RIS,3,0.075000
SMDDR,RIBL,1,0.004587
SMDDR,RIAL,5,0.011521
SMDDR,RIAR,3,0.007246
SMDDR,RIMR,3,0.012048
SMDDR,AVER,1,0.003401
SMDDR,RMDR,1,0.005000
SMDDR,RIVL,1,0.023810
SMDDR,SMDDL,4,0.019139
SMDDR,SMDVL,5,0.035971
SMDDR,SMBDR,3,0.030000
SMDDR,SIBDR,14,0.274510
SMDDR,SIADR,14,0.241379
SMDVL,ALNL,2,0.142857
SMDVL,ALNR,6,0.260870
SMDVL,PLNL,6,0.222222
SMDVL,IL2L,1,0.066667
SMDVL,CEPVR,1,0.017241
SMDVL,PVR,1,0.024390
SMDVL,RIBR,1,0.004425
SMDVL,RIAL,19,0.043779
SMDVL,RIAR,31,0.074879
SMDVL,RMDDR,3,0.010381
SMDVL,RIVL,6,0.142857
SMDVL,SMDDR,22,0.092437
SMDVL,SMDVR,2,0.013605
SMDVL,SIBVL,30,0.454545
SMDVL,SIADR,1,0.017241
SMDVL,SIAVR,30,0.394737
SMDVR,PLNL,6,0.222222
SMDVR,CEPVL,1,0.022727
SMDVR,AIBR,1,0.003497
SMDVR,RIAL,24,0.055300
SMDVR,RIAR,16,0.038647
SMDVR,RIML,1,0.004695
SMDVR,AVER,1,0.003401
SMDVR,AVAR,1,0.001460
SMDVR,RMED,9,0.145161
SMDVR,RMDDL,3,0.009677
SMDVR,RIVR,1,0.028571
SMDVR,SMDDL,14,0.066986
SMDVR,SMDVL,1,0.007194
SMDVR,SIBVR,30,0.454545
SMDVR,SIAVL,30,0.352941
SMDVR,VB01,1,0.027027
SMBDL,ALNR,1,0.043478
SMBDL,SDQR,18,0.666667
SMBDL,RIH,2,0.018182
SMBDL,AIZL,1,0.004831
SMBDL,SAAVR,9,0.195652
SMBDL,RMED,4,0.064516
SMBDL,SMDDL,7,0.033493
SMBDL,SMBVL,2,0.027778
SMBDL,SIADL,19,0.358491
SMBDL,SIAVL,3,0.035294
SMBDR,ALNL,5,0.357143
SMBDR,SDQL,18,0.580645
SMBDR,SAAVL,8,0.153846
SMBDR,AVAL,1,0.001499
SMBDR,RMED,25,0.403226
SMBDR,RIVL,1,0.023810
SMBDR,SMDDR,4,0.016807
SMBDR,SMBDL,3,0.037500
SMBDR,SIADR,20,0.344828
SMBDR,SIAVR,1,0.013158
SMBVL,PLNL,5,0.185185
SMBVL,AIML,1,0.050000
SMBVL,AVFL,1,0.033333
SMBVL,AVHR,1,0.043478
SMBVL,PVPL,1,0.022222
SMBVL,SAADL,16,0.213333
SMBVL,AVJR,1,0.012346
SMBVL,AVBR,1,0.003012
SMBVL,RMEV,20,0.219780
SMBVL,RMDVR,1,0.003690
SMBVL,SMBDL,2,0.025000
SMBVL,SIAVL,1,0.011765
SMBVR,ADLR,2,0.039216
SMBVR,PLNR,5,0.312500
SMBVR,CEPVR,8,0.137931
SMBVR,PVR,2,0.048780
SMBVR,AVHL,2,0.057143
SMBVR,RMGR,3,0.081081
SMBVR,SAADR,12,0.176471
SMBVR,RIAR,1,0.002415
SMBVR,RMEV,8,0.087912
SMBVR,RMDL,2,0.011628
SMBVR,RMDR,3,0.015000
SMBVR,SMBDR,2,0.020000
SMBVR,SIAVR,1,0.013158
SIBDL,SIADL,2,0.037736
SIBDR,SMDDR,10,0.042017
SIBDR,SIADR,2,0.034483
SIBVL,ALNR,1,0.043478
SIBVL,PVPL,1,0.022222
SIBVL,SMBDR,1,0.010000
SIBVL,SIAVR,5,0.065789
SIBVR,AVDR,1,0.004237
SIBVR,RID,1,0.017857
SIBVR,SIAVL,5,0.058824
SIADL,ALNR,4,0.173913
SIADL,SDQR,4,0.148148
SIADL,AVFR,1,0.032258
SIADL,RMDL,4,0.023256
SIADL,SMDDL,17,0.081340
SIADL,SMBDL,18,0.225000
SIADL,SIBDL,4,0.111111
SIADR,SDQL,4,0.129032
SIADR,ALML,1,0.050000
SIADR,CEPDL,1,0.025000
SIADR,IL1VR,1,0.015873
SIADR,AVAL,1,0.001499
SIADR,SMDDR,17,0.071429
SIADR,SMBDR,17,0.170000
SIADR,SIBDR,4,0.078431
SIAVL,PLNL,10,0.370370
SIAVL,ADEL,1,0.020833
SIAVL,IL2L,1,0.066667
SIAVL,SMDVR,10,0.068027
SIAVL,SMBVL,2,0.027778
SIAVL,SIBVR,2,0.030303
SIAVR,PLNR,10,0.625000
SIAVR,RMDL,1,0.005814
SIAVR,SIBVL,2,0.030303
DA01,FLPR,2,0.181818
DA01,DB01,1,0.125000
DA01,AS01,13,0.178082
DA01,DD01,12,0.069767
DA01,VD01,13,0.213115
DA01,VD02,4,0.035088
DA02,DA03,1,0.016129
DA02,DB01,1,0.125000
DA02,AS02,1,0.037037
DA02,DD01,7,0.040698
DA02,VD02,17,0.149123
DA02,VD03,11,0.079710
DA03,DA04,2,0.054054
DA03,DB03,2,0.095238
DA03,AS04,2,0.080000
DA03,DD02,3,0.027027
DA03,VD03,43,0.311594
DA03,VD04,13,0.134021
DA04,DB02,2,0.111111
DA04,DD02,4,0.036036
DA04,VD04,11,0.113402
DA04,VD05,21,0.262500
DA05,DA04,1,0.027027
DA05,DB04,1,0.055556
DA05,DD03,12,0.083333
DA05,VD05,1,0.012500
DA05,VD06,22,0.207547
DA06,DA05,1,0.025641
DA06,DB05,1,0.100000
DA06,DD03,7,0.048611
DA06,VD04,3,0.030928
DA06,VD05,3,0.037500
DA06,VD06,13,0.122642
DA06,VD07,13,0.125000
DA07,DA06,1,0.083333
DA07,DB06,1,1.000000
DA07,DD04,3,0.033333
DA07,VD07,10,0.096154
DA07,VD08,12,0.193548
DA07,VD09,10,0.136986
DA08,DA07,1,0.038462
DA08,DB07,1,0.035714
DA08,DD04,4,0.044444
DA08,DD05,4,0.038835
DA08,VD08,5,0.080645
DA08,VD09,5,0.068493
DA08,VD10,7,0.145833
DA08,VD11,5,0.075758
DA08,VD12,5,0.054945
DA08,VD13,5,0.081967
DA09,DVA,1,0.006849
DA09,DA08,1,0.015625
DA09,DB07,2,0.071429
DA09,AS11,1,0.026316
DA09,DD06,4,0.027211
DA09,VA11,1,0.025641
DA09,VA12,1,0.016129
DA09,VD09,5,0.068493
DA09,VD10,5,0.104167
DA09,VD11,11,0.166667
DA09,VD12,11,0.120879
DA09,VD13,4,0.065574
PDA,PVNR,1,0.026316
PDA,DA09,1,0.018182
PDA,DD06,3,0.020408
PDA,VD11,10,0.151515
PDA,VD12,12,0.131868
PDA,VD13,3,0.049180
DB01,FLPR,1,0.090909
DB01,RID,1,0.017857
DB01,DA01,16,0.246154
DB01,DA02,2,0.040000
DB01,AS01,28,0.383562
DB01,AS02,4,0.148148
DB01,DD01,31,0.180233
DB01,VD01,18,0.295082
DB01,VD02,24,0.210526
DB01,VD03,2,0.014493
DB02,DA02,3,0.060000
DB02,DA03,12,0.193548
DB02,DA04,1,0.027027
DB02,AS03,3,0.187500
DB02,AS04,2,0.080000
DB02,DD01,3,0.017442
DB02,DD02,16,0.144144
DB02,VD03,33,0.239130
DB02,VD04,15,0.154639
DB03,DA04,4,0.108108
DB03,DA05,1,0.025641
DB03,AS04,2,0.080000
DB03,AS05,1,0.055556
DB03,DD02,3,0.027027
DB03,DD03,14,0.097222
DB03,DD05,14,0.135922
DB03,VD04,9,0.092784
DB03,VD05,24,0.300000
DB03,VD06,4,0.037736
DB04,DA05,3,0.076923
DB04,AS06,2,0.166667
DB04,DD03,9,0.062500
DB04,DD04,2,0.022222
DB04,DD05,9,0.087379
DB04,DD06,2,0.013605
DB04,VD06,14,0.132075
DB05,DA06,3,0.250000
DB05,DA07,12,0.461538
DB05,DA08,1,0.015625
DB05,AS07,3,0.115385
DB05,AS08,2,0.062500
DB05,VD04,3,0.030928
DB05,VD05,3,0.037500
DB05,VD06,13,0.122642
DB05,VD07,13,0.125000
DB06,DA08,4,0.062500
DB06,DA09,1,0.018182
DB06,AS08,2,0.062500
DB06,AS09,1,0.050000
DB06,VD07,10,0.096154
DB06,VD08,12,0.193548
DB06,VD09,10,0.136986
DB07,DA09,3,0.054545
DB07,AS10,2,0.095238
DB07,AS11,2,0.052632
DB07,DD06,1,0.006803
DB07,VD08,5,0.080645
DB07,VD09,5,0.068493
DB07,VD10,7,0.145833
DB07,VD11,5,0.075758
DB07,VD12,5,0.054945
DB07,VD13,1,0.016393
AS01,DA01,8,0.123077
AS01,DB01,3,0.375000
AS01,AS01,3,0.041096
AS01,DD01,2,0.011628
AS01,VD01,20,0.327869
AS02,RID,2,0.035714
AS02,DB01,1,0.125000
AS02,DD01,3,0.017442
AS02,VD02,21,0.184211
AS03,DA03,1,0.016129
AS03,DD01,2,0.011628
AS03,VD03,23,0.166667
AS04,DA03,2,0.032258
AS04,DB02,2,0.111111
AS04,DD01,2,0.011628
AS04,DD02,4,0.036036
AS04,VD04,21,0.216495
AS05,PVDL,1,0.011765
AS05,DA04,1,0.027027
AS05,AS05,3,0.166667
AS05,DD03,1,0.006944
AS05,VD05,12,0.150000
AS06,DA05,1,0.025641
AS06,DB04,1,0.055556
AS06,DD03,4,0.027778
AS06,VD06,20,0.188679
AS07,VD07,20,0.192308
AS08,VD08,20,0.322581
AS09,VD09,20,0.273973
AS10,VD10,10,0.208333
AS10,VD11,10,0.151515
AS11,DB07,1,0.035714
AS11,DD06,2,0.013605
AS11,VD12,20,0.219780
AS11,VD13,3,0.049180
PDB,DD06,2,0.013605
PDB,VD12,10,0.109890
PDB,VD13,2,0.032787
DD01,DA02,3,0.060000
DD01,VD02,1,0.008772
DD02,DA03,2,0.032258
DD02,VD03,1,0.007246
DD02,VD04,1,0.010309
DD03,DA05,1,0.025641
DD06,DB07,1,0.035714
DD06,VD13,3,0.049180
VA01,DA02,1,0.020000
VA01,DD01,12,0.069767
VA01,VD01,3,0.049180
VA02,AVAL,1,0.001499
VA02,DD01,20,0.116279
VA02,VA01,2,0.046512
VA02,VA03,2,0.052632
VA02,VB01,1,0.027027
VA02,VB02,1,0.062500
VA02,VD01,1,0.016393
VA02,VD02,27,0.236842
VA03,DD01,18,0.104651
VA03,DD02,10,0.090090
VA03,VA04,2,0.058824
VA03,VB02,1,0.062500
VA03,VB03,3,0.166667
VA03,VD02,3,0.026316
VA03,VD03,11,0.079710
VA04,AVDL,1,0.003788
VA04,AVER,1,0.003401
VA04,AVAR,1,0.001460
VA04,DD02,17,0.153153
VA04,VB03,8,0.444444
VA04,VB04,1,0.111111
VA04,VD04,8,0.082474
VA05,DD02,6,0.054054
VA05,DD03,17,0.118056
VA05,VA06,2,0.074074
VA05,VB04,1,0.111111
VA05,VD05,9,0.112500
VA06,AVAR,1,0.001460
VA06,AS01,13,0.178082
VA06,AS02,1,0.037037
VA06,DD03,21,0.145833
VA06,VA05,2,0.100000
VA06,VB04,1,0.111111
VA06,VB05,7,0.636364
VA06,VD05,3,0.037500
VA06,VD06,6,0.056604
VA07,AS01,1,0.013699
VA07,AS02,10,0.370370
VA07,AS03,3,0.187500
VA07,DD03,3,0.020833
VA07,DD04,17,0.188889
VA07,VB06,1,0.071429
VA07,VD06,2,0.018868
VA07,VD07,13,0.125000
VA08,AS02,1,0.037037
VA08,AS03,4,0.250000
VA08,AS04,11,0.440000
VA08,AS05,3,0.166667
VA08,DD04,9,0.100000
VA08,DD05,9,0.087379
VA08,VB06,1,0.071429
VA08,VD07,2,0.019231
VA08,VD08,3,0.048387
VA08,VD09,3,0.041096
VA09,AS06,5,0.416667
VA09,AS07,3,0.115385
VA09,DD04,6,0.066667
VA09,DD05,6,0.058252
VA09,DD06,6,0.040816
VA09,VB07,1,0.111111
